"","Region","Treatment","Metabolite","Intensity"
"25825","Hypothalamus","Control","Inosine",13471169
"25826","Hypothalamus","Control","Inosine",26205480
"25827","Hypothalamus","Control","Inosine",38430856
"25828","Hypothalamus","Control","Inosine",672206
"25829","Hypothalamus","Control","Inosine",26283182
"25830","Hypothalamus","Control","Inosine",14390750
"25831","Hypothalamus","Control","Inosine",11547827
"25832","Hypothalamus","Control","Inosine",20914246
"25833","Hypothalamus","C4","Inosine",26402970
"25834","Hypothalamus","C4","Inosine",32187326
"25835","Hypothalamus","C4","Inosine",15631363
"25836","Hypothalamus","C4","Inosine",8526162
"25837","Hypothalamus","C4","Inosine",32089604
"25838","Hypothalamus","C4","Inosine",36090208
"25839","Hypothalamus","C4","Inosine",7565617
"25840","Hypothalamus","C4","Inosine",24245386
"25841","Hypothalamus","Est","Inosine",5553154
"25842","Hypothalamus","Est","Inosine",1219614
"25843","Hypothalamus","Est","Inosine",20100986
"25844","Hypothalamus","Est","Inosine",16092009
"25845","Hypothalamus","Est","Inosine",26023460
"25846","Hypothalamus","Est","Inosine",7309652
"25847","Hypothalamus","Est","Inosine",14322192
"25848","Hypothalamus","Est","Inosine",11460988
"25849","Hippocampus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",24508126
"25850","Hippocampus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",26764862
"25851","Hippocampus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",20763460
"25852","Hippocampus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",22322122
"25853","Hippocampus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",19763666
"25854","Hippocampus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",18162374
"25855","Hippocampus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",28649714
"25856","Hippocampus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",27742876
"25857","Hippocampus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",27282706
"25858","Hippocampus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",20179412
"25859","Hippocampus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",20504268
"25860","Hippocampus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",17120850
"25861","Hippocampus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",16549115
"25862","Hippocampus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",23335854
"25863","Hippocampus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",26890432
"25864","Hippocampus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",25149642
"25865","Hippocampus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",15674426
"25866","Hippocampus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",17737574
"25867","Hippocampus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",13079987
"25868","Hippocampus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",18562824
"25869","Hippocampus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",23947696
"25870","Hippocampus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",20995828
"25871","Hippocampus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",24016790
"25872","Hippocampus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",15620115
"25873","Basal ganglia","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",21113690
"25874","Basal ganglia","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",21107452
"25875","Basal ganglia","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",11516260
"25876","Basal ganglia","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",15613078
"25877","Basal ganglia","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",15470114
"25878","Basal ganglia","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",16552517
"25879","Basal ganglia","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",15604592
"25880","Basal ganglia","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",23526960
"25881","Basal ganglia","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",20502976
"25882","Basal ganglia","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",21522012
"25883","Basal ganglia","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",10847399
"25884","Basal ganglia","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",18525100
"25885","Basal ganglia","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",15111836
"25886","Basal ganglia","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",21564040
"25887","Basal ganglia","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",13903535
"25888","Basal ganglia","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",21538134
"25889","Basal ganglia","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",19922868
"25890","Basal ganglia","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",18832106
"25891","Basal ganglia","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",16898990
"25892","Basal ganglia","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",16244659
"25893","Basal ganglia","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",21566094
"25894","Basal ganglia","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",19188906
"25895","Basal ganglia","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",24836666
"25896","Basal ganglia","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",15319865
"25897","Hypothalamus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",13644203
"25898","Hypothalamus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",15685871
"25899","Hypothalamus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",15225377
"25900","Hypothalamus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",391312
"25901","Hypothalamus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",19181326
"25902","Hypothalamus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",17104280
"25903","Hypothalamus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",17485104
"25904","Hypothalamus","Control","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",7973196
"25905","Hypothalamus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",13030487
"25906","Hypothalamus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",17190318
"25907","Hypothalamus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",24245062
"25908","Hypothalamus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",20805094
"25909","Hypothalamus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",16156671
"25910","Hypothalamus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",19992152
"25911","Hypothalamus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",3393398
"25912","Hypothalamus","C4","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",21875682
"25913","Hypothalamus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",6249977
"25914","Hypothalamus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",4625936
"25915","Hypothalamus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",15846259
"25916","Hypothalamus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",18495732
"25917","Hypothalamus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",19913446
"25918","Hypothalamus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",14508640
"25919","Hypothalamus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",18254044
"25920","Hypothalamus","Est","[5-(2-Amino-6-oxohydropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen p hosphate",4808064
"25921","Hippocampus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",69318360
"25922","Hippocampus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",85889328
"25923","Hippocampus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",129777624
"25924","Hippocampus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",162467824
"25925","Hippocampus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",112282328
"25926","Hippocampus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",140635168
"25927","Hippocampus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",72236000
"25928","Hippocampus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",74629752
"25929","Hippocampus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",80543512
"25930","Hippocampus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",134771216
"25931","Hippocampus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",155818464
"25932","Hippocampus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",166017792
"25933","Hippocampus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",112711968
"25934","Hippocampus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",78807680
"25935","Hippocampus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",81762384
"25936","Hippocampus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",73024176
"25937","Hippocampus","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",125673920
"25938","Hippocampus","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",129885568
"25939","Hippocampus","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",190265152
"25940","Hippocampus","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",128264584
"25941","Hippocampus","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",114315208
"25942","Hippocampus","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",88168224
"25943","Hippocampus","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",92327552
"25944","Hippocampus","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",110979800
"25945","Basal ganglia","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",37652500
"25946","Basal ganglia","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",32932844
"25947","Basal ganglia","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",34711140
"25948","Basal ganglia","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",51416356
"25949","Basal ganglia","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",63782524
"25950","Basal ganglia","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",81325648
"25951","Basal ganglia","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",48621316
"25952","Basal ganglia","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",49926536
"25953","Basal ganglia","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",42944300
"25954","Basal ganglia","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",94752168
"25955","Basal ganglia","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",35596628
"25956","Basal ganglia","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",78498664
"25957","Basal ganglia","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",65829060
"25958","Basal ganglia","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",69694120
"25959","Basal ganglia","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",19710218
"25960","Basal ganglia","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",39103364
"25961","Basal ganglia","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",102311536
"25962","Basal ganglia","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",87764272
"25963","Basal ganglia","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",126069480
"25964","Basal ganglia","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",94898456
"25965","Basal ganglia","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",66827456
"25966","Basal ganglia","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",36817440
"25967","Basal ganglia","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",56110696
"25968","Basal ganglia","Est","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",68751912
"25969","Hypothalamus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",34626556
"25970","Hypothalamus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",63080984
"25971","Hypothalamus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",59554304
"25972","Hypothalamus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",1594771
"25973","Hypothalamus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",59253524
"25974","Hypothalamus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",48469124
"25975","Hypothalamus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",41201340
"25976","Hypothalamus","Control","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",42875196
"25977","Hypothalamus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",57343192
"25978","Hypothalamus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",62921060
"25979","Hypothalamus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",62851608
"25980","Hypothalamus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",52397928
"25981","Hypothalamus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",57978096
"25982","Hypothalamus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",70150560
"25983","Hypothalamus","C4","[5-(2-Amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",16993242
